,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night
2473,S3473,Maria,Davis,student2473@university.com,Female,19,CS,66.54,84.25,99.58,66.77,82.81,3.69,75.92,84.0865,B,12.8,Yes,Yes,Master's,Medium,5,8.2
2474,S3474,Liam,Johnson,student2474@university.com,Female,18,CS,62.97,93.5,97.85,75.26977360574269,81.98,9.55,93.03,88.90848868028714,A,18.6,No,Yes,Bachelor's,Low,4,5.3
2475,S3475,John,Williams,student2475@university.com,Female,22,CS,87.17,52.28,89.75,54.64,69.16,9.51,76.9,70.6285,C,26.0,No,Yes,High School,Low,6,6.9
2476,S3476,Liam,Brown,student2476@university.com,Male,20,Mathematics,67.99,91.53,55.98,88.97,73.41,5.59,87.39,70.452,C,10.9,No,No,unknown,Medium,2,6.4
2477,S3477,Maria,Davis,student2477@university.com,Male,20,Business,92.35,58.06,41.34,51.6,92.75,6.35,77.4,54.8335,E,26.8,No,Yes,PhD,Medium,5,5.8
2478,S3478,Emma,Williams,student2478@university.com,Female,24,Business,66.39,96.46,90.01,74.9,58.25,2.22,77.3,81.39500000000001,B,23.4,No,Yes,Master's,Medium,8,4.1
2479,S3479,Ali,Smith,student2479@university.com,Female,24,Engineering,85.1,56.86,43.34,93.07,61.58,7.42,64.24,52.3695,E,21.9,Yes,Yes,Master's,Low,8,6.0
2480,S3480,Ali,Johnson,student2480@university.com,Female,19,Engineering,52.26,95.61,52.34,54.32,75.62,0.52,60.06,64.15150000000001,D,8.3,No,Yes,PhD,Low,2,4.6
2481,S3481,Ahmed,Jones,student2481@university.com,Male,23,CS,69.28,97.83,72.67,75.89,70.49,2.21,63.95,74.072,C,16.9,Yes,Yes,Master's,High,3,5.1
2482,S3482,Ahmed,Smith,student2482@university.com,Female,24,Engineering,67.16,48.73,50.7,57.97,78.72,0.06,72.04,54.042,E,11.9,No,Yes,Bachelor's,Low,9,7.4
2483,S3483,Liam,Smith,student2483@university.com,Male,21,CS,90.83,98.47,90.03,75.26977360574269,96.04,3.86,90.48,87.76198868028715,A,19.7,No,No,PhD,Medium,7,6.9
2484,S3484,Omar,Johnson,student2484@university.com,Female,22,Mathematics,98.35,45.14,86.63,91.62,95.86,8.5,91.45,74.2465,C,21.8,No,Yes,PhD,Medium,9,6.6
2485,S3485,John,Jones,student2485@university.com,Male,21,Business,75.36161862527716,53.11,85.35,96.7,61.5,9.83,58.17,67.6195,C,6.6,No,No,None,Low,4,6.8
2486,S3486,Emma,Brown,student2486@university.com,Male,20,Engineering,91.24,66.65,88.97,93.75,65.11,6.68,77.64,75.429,B,21.1,No,Yes,Master's,Medium,7,4.6
2487,S3487,Sara,Davis,student2487@university.com,Female,21,CS,84.98,99.62,53.18,86.83,58.1,7.45,70.8,67.321,C,17.5,No,Yes,None,High,7,4.8
2488,S3488,Maria,Jones,student2488@university.com,Male,18,Business,98.37,69.31,83.73,59.24,96.39,2.63,78.55,75.3345,B,26.0,Yes,Yes,Master's,Low,7,6.7
2489,S3489,Omar,Williams,student2489@university.com,Female,22,CS,90.56,73.02,61.32,65.13,69.89,5.2,82.38,65.6455,C,24.8,No,Yes,High School,Medium,10,6.0
2490,S3490,John,Smith,student2490@university.com,Male,21,CS,53.87,81.67,80.01,74.84,72.49,7.37,63.98,73.378,C,15.3,Yes,Yes,PhD,Low,5,6.3
2491,S3491,Ahmed,Williams,student2491@university.com,Male,18,CS,85.66,98.1,47.32,75.26977360574269,90.13,4.97,95.96,70.87198868028713,C,29.4,Yes,Yes,None,High,6,8.4
2492,S3492,Liam,Brown,student2492@university.com,Female,19,Engineering,76.77,87.0,82.34,89.11,75.65,0.89,96.77,81.26650000000001,B,19.7,Yes,Yes,unknown,Low,4,4.9
2493,S3493,Maria,Williams,student2493@university.com,Male,21,Business,50.82,53.45,98.33,61.35,55.99,7.41,55.27,70.022,C,29.1,No,Yes,None,Low,9,8.6
2494,S3494,Ahmed,Jones,student2494@university.com,Female,22,CS,62.57,58.18,42.62,56.41,71.89,2.2,85.15,54.485,E,23.0,Yes,Yes,None,Low,4,8.3
2495,S3495,Liam,Williams,student2495@university.com,Female,18,CS,96.09,45.86,45.63,74.13,81.53,0.98,51.66,49.3745,F,15.2,No,Yes,High School,Low,9,8.5
2496,S3496,Maria,Brown,student2496@university.com,Female,21,Engineering,76.1496214988645,78.67,47.42,57.89,85.96,4.78,52.33,58.2145,D,10.8,No,Yes,PhD,Medium,9,7.2
2497,S3497,Sara,Brown,student2497@university.com,Male,19,Business,89.94,50.84,65.83,84.69,82.27,0.75,97.89,66.2245,C,16.6,No,Yes,Bachelor's,Medium,5,8.3
2498,S3498,John,Brown,student2498@university.com,Male,21,CS,74.88505488474205,55.44,57.45,75.26977360574269,55.96,6.29,84.74,59.22498868028714,D,28.4,No,Yes,Master's,Medium,9,9.0
2499,S3499,Maria,Jones,student2499@university.com,Male,18,CS,90.33,93.29,88.42,87.06,65.22,6.4,66.23,79.82,B,8.3,No,Yes,PhD,High,9,6.4
2500,S3500,Emma,Brown,student2500@university.com,Female,21,Mathematics,50.51,59.61,68.43,53.17,86.68,2.57,83.49,66.253,C,16.5,No,Yes,Master's,Low,3,8.3
2501,S3501,Omar,Smith,student2501@university.com,Female,22,Mathematics,64.39,74.0,69.07,98.23,94.01,9.65,92.29,74.76650000000001,C,13.7,No,Yes,unknown,Medium,3,8.5
2502,S3502,Ali,Brown,student2502@university.com,Male,20,Mathematics,51.53,63.85,83.02,50.0,52.36,8.24,93.55,71.351,C,26.7,No,Yes,Bachelor's,Low,4,5.5
2503,S3503,Emma,Williams,student2503@university.com,Male,18,Business,54.71,44.44,61.72,66.27,52.11,1.1,51.03,52.032,E,25.1,Yes,Yes,Master's,Medium,8,6.2
2504,S3504,Emma,Davis,student2504@university.com,Female,18,CS,60.94,61.77,61.19,83.98,82.17,7.49,90.91,66.3455,C,18.8,Yes,Yes,Master's,High,3,6.9
2505,S3505,Omar,Williams,student2505@university.com,Male,18,CS,75.18,64.48,85.42,52.26,77.4,3.53,92.66,74.7165,C,15.4,No,Yes,Master's,High,2,5.7
2506,S3506,Ali,Davis,student2506@university.com,Female,18,CS,92.38,93.74,86.8,54.17,57.77,7.5,79.78,78.9825,B,22.1,Yes,Yes,Bachelor's,Medium,6,5.6
2507,S3507,Emma,Williams,student2507@university.com,Male,21,CS,93.1,59.47,40.86,53.83,77.41,8.01,74.0,53.1445,E,28.8,No,Yes,Bachelor's,High,3,5.9
2508,S3508,Maria,Jones,student2508@university.com,Female,22,Mathematics,80.81,62.75,48.63,74.14574324324325,98.72,1.51,55.55,57.12678716216216,D,7.5,Yes,Yes,Bachelor's,Medium,9,6.1
2509,S3509,Maria,Williams,student2509@university.com,Male,19,Business,96.41,86.97,52.79,94.8,81.55,6.62,61.98,65.38149999999999,C,27.5,No,Yes,unknown,High,10,5.3
2510,S3510,Maria,Jones,student2510@university.com,Male,22,Business,75.0,85.54,61.1,75.12164785553047,72.46,8.63,74.52,68.43658239277651,C,12.4,Yes,Yes,Master's,High,9,6.4
2511,S3511,Ali,Jones,student2511@university.com,Female,18,CS,74.88505488474205,87.9,57.49,80.18,91.38,3.23,93.25,72.267,C,5.1,No,Yes,PhD,Low,10,7.9
2512,S3512,Emma,Brown,student2512@university.com,Female,23,Mathematics,72.7,97.23,80.11,67.3,60.64,0.8,90.16,79.34450000000001,B,23.5,No,Yes,unknown,Medium,6,7.1
2513,S3513,Liam,Smith,student2513@university.com,Female,21,Business,63.86,87.73,89.69,50.94,70.72,0.27,74.8,78.661,B,24.7,No,Yes,unknown,Low,5,5.9
2514,S3514,Ali,Davis,student2514@university.com,Male,23,CS,95.82,64.46,51.53,51.08,76.39,1.1,89.28,60.367,D,12.6,No,Yes,unknown,Low,2,4.8
2515,S3515,Maria,Brown,student2515@university.com,Female,21,Business,69.4,89.29,73.78,94.42,75.23,0.04,88.29,77.324,B,24.5,Yes,Yes,Bachelor's,Medium,8,8.1
2516,S3516,Omar,Brown,student2516@university.com,Female,18,CS,75.17,70.52,62.07,55.13,96.05,3.27,78.95,66.8255,C,25.0,No,Yes,None,Low,3,6.6
2517,S3517,Emma,Jones,student2517@university.com,Male,21,CS,66.44,56.66,70.35,75.26977360574269,64.63,2.99,61.02,61.833988680287135,D,21.9,No,Yes,Master's,Low,5,8.9
2518,S3518,Emma,Jones,student2518@university.com,Female,18,Engineering,83.14,58.18,77.25,58.22,52.83,1.1,67.4,63.804,D,6.0,Yes,Yes,Bachelor's,Medium,10,5.3
2519,S3519,Ahmed,Davis,student2519@university.com,Female,22,Engineering,99.75,53.43,93.62,83.73,95.82,6.51,58.2,73.62950000000001,C,21.7,Yes,Yes,Master's,Low,4,4.9
2520,S3520,Ahmed,Williams,student2520@university.com,Female,24,CS,74.88505488474205,48.7,51.54,97.45,60.85,9.92,50.36,51.798500000000004,E,28.3,No,Yes,PhD,High,3,4.0
2521,S3521,Sara,Williams,student2521@university.com,Male,20,CS,94.99,51.07,45.22,68.11,68.95,9.01,54.03,49.711,F,20.5,No,Yes,None,High,3,4.4
2522,S3522,Liam,Brown,student2522@university.com,Male,21,Mathematics,50.2,43.79,77.63,86.72,76.54,2.53,87.98,67.313,C,14.2,No,Yes,Master's,High,9,5.9
2523,S3523,Liam,Johnson,student2523@university.com,Male,18,Engineering,68.21,93.31,63.65,67.54,98.79,7.7,51.67,70.179,C,19.1,No,No,unknown,High,2,5.0
2524,S3524,John,Johnson,student2524@university.com,Female,23,Business,58.43,95.86,49.77,65.25,76.76,9.37,69.99,65.77850000000001,C,29.8,No,Yes,Bachelor's,Medium,3,4.2
2525,S3525,Liam,Williams,student2525@university.com,Male,18,CS,87.87,75.21,47.03,60.09,72.39,9.06,99.29,63.204499999999996,D,16.8,No,Yes,Master's,Medium,5,5.1
2526,S3526,Ahmed,Johnson,student2526@university.com,Female,23,CS,52.53,90.43,73.53,91.05,79.18,8.85,89.76,78.3965,B,26.0,No,Yes,High School,Low,4,7.6
2527,S3527,Ali,Williams,student2527@university.com,Female,21,CS,77.67,51.01,58.03,75.26977360574269,98.54,7.86,87.53,63.10448868028714,D,8.5,Yes,Yes,Master's,Low,9,7.7
2528,S3528,Liam,Jones,student2528@university.com,Female,19,CS,64.75,94.1,99.85,64.16,90.9,2.93,63.74,85.4705,A,6.4,Yes,Yes,unknown,Medium,5,4.7
2529,S3529,Ahmed,Brown,student2529@university.com,Male,23,CS,56.68,70.38,64.35,99.95,58.45,0.84,82.09,66.533,C,14.8,No,Yes,Bachelor's,Medium,10,8.7
2530,S3530,Sara,Smith,student2530@university.com,Male,18,CS,74.88505488474205,44.03,52.74,66.37,90.16,4.88,74.94,55.923,D,8.4,Yes,No,unknown,Low,5,4.8
2531,S3531,Emma,Brown,student2531@university.com,Female,21,Engineering,60.87,48.48,77.73,71.14,92.05,0.55,81.19,68.18,C,13.3,No,Yes,unknown,Low,7,4.4
2532,S3532,Liam,Williams,student2532@university.com,Female,18,CS,61.18,58.54,54.66,99.5,84.53,9.98,71.79,61.194500000000005,D,22.9,No,Yes,None,Low,4,4.8
2533,S3533,Sara,Williams,student2533@university.com,Male,19,Business,63.75,42.61,69.65,68.47,82.86,3.58,76.55,61.8835,D,16.1,No,No,unknown,Low,5,4.7
2534,S3534,Emma,Brown,student2534@university.com,Male,20,CS,79.34,58.56,68.95,68.31,72.04,9.58,99.42,68.2315,C,13.0,No,Yes,unknown,High,1,7.2
2535,S3535,Omar,Davis,student2535@university.com,Male,24,Engineering,82.98,43.6,67.21,91.39,82.08,7.73,66.47,60.9185,D,27.3,No,Yes,Master's,Medium,7,4.8
2536,S3536,Omar,Williams,student2536@university.com,Female,24,CS,50.88,54.16,87.77,65.6,86.88,4.11,60.82,69.9445,C,5.2,No,Yes,None,Low,4,7.2
2537,S3537,Emma,Johnson,student2537@university.com,Male,19,Engineering,62.09,55.94,53.0,61.69,56.14,1.18,72.42,54.8055,E,25.4,No,Yes,Bachelor's,Low,2,5.4
2538,S3538,Liam,Johnson,student2538@university.com,Male,22,CS,74.88505488474205,99.66,94.26,75.26977360574269,62.87,2.37,76.22,84.22098868028714,B,20.5,No,Yes,High School,Low,7,5.2
2539,S3539,John,Williams,student2539@university.com,Male,21,Mathematics,66.6,54.13,87.48,85.03,59.7,6.73,54.28,67.2245,C,6.2,No,Yes,High School,Medium,8,8.5
2540,S3540,Ahmed,Williams,student2540@university.com,Female,19,Business,94.21,54.35,59.99,52.16,92.06,8.3,90.3,63.3575,D,5.9,No,Yes,Bachelor's,Low,9,5.1
2541,S3541,Ali,Davis,student2541@university.com,Male,20,Engineering,89.39,81.21,50.84,68.7,84.0,9.79,71.1,63.628,D,9.3,Yes,Yes,None,Medium,8,8.3
2542,S3542,Ali,Johnson,student2542@university.com,Female,18,CS,81.29,91.56,56.77,67.31,72.54,1.32,70.66,66.88250000000001,C,29.4,No,Yes,PhD,Medium,8,5.5
2543,S3543,Maria,Williams,student2543@university.com,Female,21,Engineering,66.9,63.22,59.96,62.24,91.3,1.56,82.94,64.55000000000001,D,7.1,Yes,Yes,High School,Low,8,9.0
2544,S3544,Emma,Williams,student2544@university.com,Female,23,Business,85.03,92.54,73.42,82.71,85.84,0.42,88.66,78.5425,B,23.5,No,Yes,Master's,Medium,7,8.9
2545,S3545,Ali,Davis,student2545@university.com,Male,19,CS,92.18,60.41,42.78,64.5,95.68,2.6,99.3,60.032500000000006,D,15.0,No,Yes,High School,Medium,2,8.1
2546,S3546,Liam,Davis,student2546@university.com,Male,20,Engineering,79.74,51.82,94.86,80.34,53.84,8.21,58.68,69.5125,C,10.9,Yes,Yes,PhD,High,2,8.3
2547,S3547,John,Brown,student2547@university.com,Male,19,Business,89.22,59.78,45.92,75.22,75.46,1.98,67.28,54.811,E,19.4,No,Yes,Bachelor's,Medium,9,8.1
2548,S3548,Emma,Davis,student2548@university.com,Female,22,Business,87.46,76.56,56.76,60.86,85.34,5.48,58.41,62.4565,D,14.2,No,Yes,None,Medium,1,7.1
2549,S3549,John,Smith,student2549@university.com,Male,24,Business,78.59,62.03,46.56,63.33,60.37,4.46,94.04,57.664,D,12.8,No,Yes,unknown,Medium,1,8.0
2550,S3550,Liam,Johnson,student2550@university.com,Female,24,Business,75.36161862527716,80.37,55.4,58.53,66.36,3.26,77.42,63.590999999999994,D,11.0,No,Yes,Bachelor's,Low,7,7.1
2551,S3551,Ali,Brown,student2551@university.com,Male,21,Mathematics,87.29,54.22,90.26,52.83,70.95,6.18,92.62,73.5975,C,16.4,No,Yes,None,High,10,8.2
2552,S3552,Ali,Smith,student2552@university.com,Male,18,Engineering,60.34,82.06,76.91,80.96,89.72,5.02,99.26,79.439,B,9.2,No,Yes,Bachelor's,Medium,6,8.7
2553,S3553,Maria,Williams,student2553@university.com,Male,20,Engineering,76.1496214988645,60.85,53.64,83.64,74.68,3.35,77.51,60.112500000000004,D,26.3,No,Yes,Bachelor's,Medium,6,7.8
2554,S3554,Ali,Williams,student2554@university.com,Male,19,Business,90.23,67.35,92.31,58.3,74.64,6.89,55.91,72.8715,C,19.8,No,Yes,High School,Medium,8,8.8
2555,S3555,Emma,Brown,student2555@university.com,Female,21,Engineering,91.11,73.46,88.04,80.77,71.54,2.8,68.06,75.1225,B,6.6,Yes,Yes,Master's,Low,4,6.2
2556,S3556,Liam,Davis,student2556@university.com,Female,19,Mathematics,73.65,81.17,85.22,99.1,61.43,6.43,51.81,73.57150000000001,C,16.4,No,No,None,High,5,8.6
2557,S3557,Omar,Williams,student2557@university.com,Female,21,CS,59.62,54.32,90.86,53.72,96.15,9.57,92.47,76.57400000000001,B,20.7,No,No,High School,High,5,5.1
2558,S3558,Liam,Jones,student2558@university.com,Female,24,CS,54.99,90.16,77.18,74.52,65.89,7.29,50.89,71.72500000000001,C,26.5,No,No,PhD,Low,6,4.2
2559,S3559,Emma,Brown,student2559@university.com,Male,22,CS,87.17,83.31,70.09,86.65,78.37,4.18,79.61,73.18350000000001,C,5.6,No,Yes,High School,Medium,1,4.6
2560,S3560,Emma,Smith,student2560@university.com,Female,19,CS,94.31,54.05,62.44,52.3,57.44,7.48,55.31,55.518,D,16.4,No,Yes,High School,Low,4,4.8
2561,S3561,Maria,Brown,student2561@university.com,Female,22,CS,82.54,98.5,53.43,88.91,71.71,8.09,50.38,65.575,C,22.6,No,Yes,Bachelor's,Low,3,8.1
2562,S3562,Maria,Johnson,student2562@university.com,Female,23,Business,57.21,79.89,73.44,98.98,95.19,3.26,62.81,73.40100000000001,C,9.9,Yes,Yes,Master's,Low,7,6.0
2563,S3563,Ali,Davis,student2563@university.com,Male,23,CS,96.74,67.15,93.37,54.42,99.77,7.05,77.59,78.8245,B,10.5,Yes,Yes,High School,High,1,5.2
2564,S3564,Sara,Davis,student2564@university.com,Female,24,Business,99.46,49.45,75.64,91.11,68.09,4.34,53.75,62.2625,D,17.2,No,Yes,unknown,Medium,2,8.1
2565,S3565,Liam,Brown,student2565@university.com,Female,20,Engineering,71.67,71.99,95.18,68.93,57.7,8.19,80.74,77.8065,B,27.1,Yes,Yes,Bachelor's,Medium,8,5.0
2566,S3566,Liam,Williams,student2566@university.com,Male,22,CS,79.74,49.89,61.42,57.21,65.72,2.95,83.6,59.1605,D,15.0,No,Yes,High School,High,2,4.4
2567,S3567,Sara,Williams,student2567@university.com,Male,21,CS,74.88505488474205,65.77,81.71,74.66,66.36,9.38,98.48,74.73649999999999,C,17.1,Yes,Yes,unknown,Medium,9,6.3
2568,S3568,Maria,Jones,student2568@university.com,Female,20,Engineering,76.1496214988645,64.52,78.92,53.58,82.23,5.75,94.98,73.1345,C,20.9,No,Yes,None,Low,4,4.3
2569,S3569,Ali,Jones,student2569@university.com,Female,19,Business,98.39,83.2,80.23,76.11,74.81,3.53,78.34,76.106,B,12.8,No,Yes,High School,Low,3,5.4
2570,S3570,Sara,Davis,student2570@university.com,Male,19,Business,55.74,51.54,78.7,50.97,88.42,4.19,89.67,69.41550000000001,C,26.7,No,No,None,Low,4,7.5
2571,S3571,Ali,Jones,student2571@university.com,Female,21,Business,79.04,89.31,53.3,86.43,85.07,3.48,68.18,66.87700000000001,C,29.0,No,Yes,None,Low,9,5.9
2572,S3572,Ali,Smith,student2572@university.com,Male,18,Mathematics,84.6,59.57,48.62,74.4,62.57,1.46,79.29,56.284,D,21.3,No,Yes,PhD,High,7,4.4
2573,S3573,Ali,Jones,student2573@university.com,Female,18,Engineering,94.5,66.64,98.72,72.95,89.21,0.68,70.17,79.276,B,21.0,No,Yes,Bachelor's,Medium,4,6.0
2574,S3574,Ahmed,Smith,student2574@university.com,Female,19,Mathematics,75.68118451025057,86.34,42.72,59.81,92.37,3.22,66.85,61.089,D,21.8,No,No,Master's,Low,7,6.6
2575,S3575,Emma,Jones,student2575@university.com,Female,24,Business,98.9,77.52,68.06,68.06,79.92,4.59,86.38,71.1855,C,9.8,Yes,Yes,Master's,Medium,8,5.3
2576,S3576,Ali,Davis,student2576@university.com,Female,24,Business,75.6,58.48,65.5,59.09,96.38,3.62,64.83,63.318,D,23.3,Yes,Yes,High School,Low,8,4.9
2577,S3577,Ahmed,Davis,student2577@university.com,Female,21,CS,91.54,63.17,61.6,86.77,89.15,0.14,69.03,64.0475,D,13.7,Yes,Yes,PhD,Low,6,7.8
2578,S3578,Maria,Smith,student2578@university.com,Male,18,Mathematics,71.36,58.35,86.92,59.95,79.77,5.79,68.36,70.8735,C,29.8,Yes,No,None,Low,1,4.3
2579,S3579,Sara,Brown,student2579@university.com,Male,22,Engineering,71.12,75.69,84.72,80.84,95.31,1.45,93.52,80.48400000000001,B,23.8,No,Yes,High School,High,10,8.8
2580,S3580,Emma,Davis,student2580@university.com,Female,19,Business,62.67,59.96,94.31,63.98,80.02,2.11,58.52,72.7985,C,19.6,No,Yes,Bachelor's,Low,3,4.0
2581,S3581,Omar,Brown,student2581@university.com,Female,23,CS,90.91,83.54,63.73,82.85,76.06,1.21,69.07,68.54650000000001,C,27.8,Yes,Yes,Master's,High,6,7.3
2582,S3582,Sara,Williams,student2582@university.com,Female,22,CS,99.29,74.79,73.85,77.02,67.81,5.2,94.39,73.28800000000001,C,29.3,No,Yes,Master's,Medium,1,4.7
2583,S3583,Emma,Smith,student2583@university.com,Male,21,CS,62.82,48.74,93.54,71.17,94.14,0.95,50.77,70.2365,C,25.5,No,No,None,Medium,5,6.7
2584,S3584,Omar,Davis,student2584@university.com,Male,23,CS,52.81,58.62,99.63,83.65,56.14,2.56,97.39,79.04,B,23.9,No,Yes,unknown,High,2,4.9
2585,S3585,Sara,Johnson,student2585@university.com,Male,22,CS,90.78,53.29,98.16,70.79,73.68,4.52,94.95,77.9625,B,6.5,No,Yes,unknown,Low,1,4.2
2586,S3586,Emma,Williams,student2586@university.com,Male,18,Business,81.01,63.42,83.07,91.07,76.87,1.68,70.89,72.041,C,22.7,Yes,Yes,Master's,High,10,8.3
2587,S3587,Sara,Brown,student2587@university.com,Male,24,CS,97.98,70.96,48.59,75.26977360574269,77.74,4.46,82.65,61.333988680287135,D,13.4,Yes,Yes,Bachelor's,Low,3,6.1
2588,S3588,Sara,Davis,student2588@university.com,Male,18,CS,62.61,70.41,41.39,77.03,82.59,3.43,99.55,61.373000000000005,D,28.2,No,Yes,PhD,High,2,5.4
2589,S3589,Omar,Smith,student2589@university.com,Male,23,CS,53.55,85.27,89.51,93.85,75.29,8.61,77.75,81.436,B,20.3,No,Yes,unknown,High,6,8.7
2590,S3590,Sara,Jones,student2590@university.com,Male,20,Engineering,74.62,51.35,90.46,91.44,62.84,7.95,54.84,68.501,C,14.3,No,Yes,Master's,High,6,4.4
2591,S3591,Sara,Johnson,student2591@university.com,Female,24,CS,54.27,96.79,84.78,76.59,92.85,9.93,92.68,85.6225,A,13.5,No,Yes,Master's,High,7,5.7
2592,S3592,Omar,Brown,student2592@university.com,Male,19,CS,63.09,60.57,56.8,53.42,82.88,5.29,56.71,57.5925,D,18.9,No,Yes,High School,Low,7,4.9
2593,S3593,Maria,Williams,student2593@university.com,Male,23,Engineering,56.3,58.01,78.39,78.3,92.91,5.75,62.86,68.781,C,17.3,No,Yes,None,High,5,9.0
2594,S3594,Ali,Smith,student2594@university.com,Male,21,Engineering,76.1496214988645,81.11,58.97,67.76,63.8,9.47,93.68,68.15899999999999,C,14.8,No,Yes,Master's,Low,3,6.7
2595,S3595,Liam,Johnson,student2595@university.com,Male,19,CS,55.31,88.33,67.04,77.01,81.85,4.0,62.8,70.554,C,10.2,No,No,Master's,Medium,6,8.1
2596,S3596,John,Smith,student2596@university.com,Female,22,CS,97.7,62.71,62.95,82.36,85.71,5.56,87.25,66.912,C,24.9,No,Yes,Master's,High,3,4.8
2597,S3597,Ahmed,Davis,student2597@university.com,Male,24,CS,63.93,84.81,94.82,82.24,69.17,3.79,72.38,81.20599999999999,B,15.8,Yes,Yes,None,Low,5,5.5
2598,S3598,John,Jones,student2598@university.com,Female,21,Mathematics,72.19,93.02,54.05,83.68,90.61,5.46,87.99,71.5915,C,7.5,Yes,Yes,Master's,Low,3,7.1
2599,S3599,John,Williams,student2599@university.com,Female,21,CS,94.93,86.01,74.66,83.96,50.13,0.81,61.62,69.861,C,7.1,No,Yes,Master's,High,6,4.9
2600,S3600,Emma,Smith,student2600@university.com,Female,18,Engineering,83.87,42.05,61.66,55.46,79.75,7.84,70.98,56.963499999999996,D,11.0,Yes,No,High School,Low,4,6.5
2601,S3601,Ali,Brown,student2601@university.com,Male,22,CS,80.9,89.64,79.78,59.59,80.68,9.85,65.91,75.7485,B,18.8,No,Yes,Bachelor's,Low,9,8.7
2602,S3602,Emma,Davis,student2602@university.com,Male,18,Engineering,85.28,86.47,73.87,81.53,76.69,0.66,62.45,72.3115,C,8.7,No,Yes,PhD,Medium,2,8.7
2603,S3603,Ali,Davis,student2603@university.com,Male,18,CS,91.44,80.16,95.44,75.26977360574269,81.5,8.01,65.72,80.38798868028714,B,10.4,No,No,unknown,High,7,5.8
2604,S3604,Omar,Williams,student2604@university.com,Female,24,CS,93.88,85.6,46.1,88.14,58.36,2.42,66.15,60.12650000000001,D,17.5,No,Yes,unknown,High,5,6.6
2605,S3605,Omar,Davis,student2605@university.com,Female,20,Engineering,82.13,98.77,53.24,56.25,84.24,1.98,97.77,71.9895,C,10.4,No,No,unknown,Medium,9,5.0
2606,S3606,Liam,Brown,student2606@university.com,Female,18,CS,94.5,65.87,85.98,59.58,66.79,6.93,76.66,72.363,C,26.5,No,Yes,Bachelor's,Medium,10,8.9
2607,S3607,Ali,Smith,student2607@university.com,Female,19,CS,76.77,44.03,62.13,77.92,72.6,0.44,73.1,58.002500000000005,D,19.8,Yes,Yes,unknown,High,5,6.6
2608,S3608,Sara,Williams,student2608@university.com,Male,21,Engineering,63.86,67.65,49.95,75.04,66.66,4.63,75.17,58.81750000000001,D,7.1,No,Yes,High School,Medium,5,5.0
2609,S3609,Maria,Davis,student2609@university.com,Male,24,Mathematics,94.0,42.79,70.2,63.32,73.7,0.01,99.81,64.2855,D,8.5,No,Yes,None,Medium,2,8.2
2610,S3610,Liam,Davis,student2610@university.com,Male,18,CS,74.88505488474205,57.66,79.13,70.42,81.08,5.54,82.68,70.375,C,9.9,No,Yes,Bachelor's,Low,3,6.1
2611,S3611,Liam,Brown,student2611@university.com,Female,23,Engineering,95.31,75.21,42.69,51.75,91.92,4.62,85.17,60.6645,D,20.7,Yes,No,None,High,6,7.2
2612,S3612,Sara,Jones,student2612@university.com,Female,19,Mathematics,52.01,58.58,57.5,51.85,74.17,9.15,65.68,57.964,D,7.6,No,No,High School,Medium,4,8.2
2613,S3613,Maria,Jones,student2613@university.com,Male,22,Business,69.88,81.12,88.57,54.75,66.16,7.2,73.58,76.4585,B,6.1,No,No,Master's,Medium,3,5.5
2614,S3614,Emma,Davis,student2614@university.com,Male,21,Engineering,97.39,89.32,71.21,74.16572280178838,74.4,1.26,59.2,70.90528614008942,C,23.2,No,Yes,None,Low,5,6.9
2615,S3615,Maria,Smith,student2615@university.com,Female,24,Business,62.48,65.23,42.12,93.19,84.44,3.55,84.26,59.075500000000005,D,17.0,No,Yes,Bachelor's,Medium,9,4.3
2616,S3616,Emma,Williams,student2616@university.com,Male,23,CS,74.88505488474205,94.01,56.92,63.01,67.34,9.32,67.22,66.70400000000001,C,26.2,Yes,Yes,None,Medium,3,5.2
2617,S3617,Omar,Davis,student2617@university.com,Male,24,Engineering,97.7,44.79,78.35,51.7,70.71,7.25,87.41,65.6675,C,24.8,Yes,Yes,High School,Low,7,4.7
2618,S3618,John,Johnson,student2618@university.com,Female,24,CS,94.11,90.41,51.96,75.26977360574269,78.14,5.94,60.66,64.35998868028713,D,11.8,No,Yes,None,High,9,7.2
2619,S3619,Omar,Williams,student2619@university.com,Female,23,CS,78.18,89.71,89.64,92.77,64.7,5.59,70.18,80.1985,B,9.8,No,Yes,Master's,High,4,5.3
2620,S3620,Omar,Jones,student2620@university.com,Female,22,Engineering,82.35,59.32,80.59,56.91,60.45,3.98,73.56,67.18950000000001,C,17.9,Yes,Yes,unknown,Low,7,7.8
2621,S3621,John,Davis,student2621@university.com,Male,23,CS,74.88505488474205,57.92,68.28,69.29,57.02,5.85,58.33,60.0005,D,7.0,No,Yes,unknown,Low,7,7.8
2622,S3622,Maria,Brown,student2622@university.com,Female,19,Engineering,88.79,58.31,94.94,57.94,67.63,7.72,53.48,70.6215,C,20.8,No,No,PhD,Low,3,7.9
